,Neighborhood,city,name,address,rating,user_ratings_total,types,lat,long
8753,Astoria,New York,Astoria Realty,"30-89 31st Street, Astoria",4.6,323,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.7645638,-73.9229522
8754,Astoria,New York,Djerdan Burek Astoria,"3404 31st Avenue, Astoria",4.2,517,,40.76297599999999,-73.920987
8755,Astoria,New York,Raven's Head Public House,"38-04 Broadway, Astoria",NaN,NaN,,40.7590566,-73.9197708
8756,Astoria,New York,Astoria,Queens,,,,40.7643574,-73.92346189999999
8757,Brooklyn Heights-Cobble Hill,New York,New York,New York,NaN,NaN,"['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.7127753,-74.0059728
8758,Brooklyn Heights-Cobble Hill,New York,Ozu Japanese Cuisine & Lounge,"78 Clark Street #2402, Brooklyn Heights",4.1,662,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",40.6974208,-73.9933581
8759,Brooklyn Heights-Cobble Hill,New York,Chipotle Mexican Grill,"185 Montague Street, Brooklyn",4.6,373,"['lodging', 'point_of_interest', 'establishment']",40.69434930000001,-73.9918306
8760,Brooklyn Heights-Cobble Hill,New York,Brooklyn Historical Society,"128 Pierrepont Street, Brooklyn",4.2,67,"['school', 'point_of_interest', 'establishment']",40.69480180000001,-73.9924157
8761,Brooklyn Heights-Cobble Hill,New York,St George Hotel,"100 Henry Street, Brooklyn",4,38,"['lawyer', 'point_of_interest', 'establishment']",40.6978041,-73.99300269999999
8762,Brooklyn Heights-Cobble Hill,New York,The Packer Collegiate Institute,"170 Joralemon Street, Brooklyn",3.5,49,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",40.6925471,-73.99241070000001
8763,Brooklyn Heights-Cobble Hill,New York,Rubenstein & Rynecki,"16 Court Street, Brooklyn",4.8,4314,"['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",40.69362149999999,-73.99085989999999
8764,Brooklyn Heights-Cobble Hill,New York,Brooklyn Heights Promenade,"Montague St &, Pierrepont Place, Brooklyn",4.6,55,"['parking', 'point_of_interest', 'establishment']",40.69619360000001,-73.9975036
8765,Brooklyn Heights-Cobble Hill,New York,Plymouth Church,"57 Orange Street, Brooklyn",2.9,20,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",40.69917110000001,-73.99314559999999
8766,Brooklyn Heights-Cobble Hill,New York,Icon Parking,"180 Montague Street, Brooklyn",4.8,27755,"['health', 'point_of_interest', 'establishment']",40.6940607,-73.99200929999999
8767,Brooklyn Heights-Cobble Hill,New York,Brooklyn Bridge Park,"334 Furman Street, Brooklyn",4.3,54,"['university', 'point_of_interest', 'establishment']",40.6995399,-73.9973777
8768,Brooklyn Heights-Cobble Hill,New York,Planned Parenthood - Boro Hall Health Center,"44 Court Street 6th Floor 6th Floor, Brooklyn",3.7,77,"['point_of_interest', 'establishment']",40.692761,-73.99131469999999
8769,Brooklyn Heights-Cobble Hill,New York,St. Francis College,"180 Remsen Street #4305, Brooklyn",1.4,14,"['school', 'point_of_interest', 'establishment']",40.69322959999999,-73.9921646
8770,Brooklyn Heights-Cobble Hill,New York,Leopold Gross & Sommers PC,"16 Court Street #1903, Brooklyn",NaN,NaN,"['lawyer', 'point_of_interest', 'establishment']",40.6935888,-73.9908114
8771,Brooklyn Heights-Cobble Hill,New York,Sheet Metal & Air Conditioning Contractors,"16 Court Street #2100, Brooklyn",4.5,42,"['doctor', 'health', 'point_of_interest', 'establishment']",40.6935888,-73.9908114
8772,Brooklyn Heights-Cobble Hill,New York,Brooklyn School of Languages,"16 Court Street, Brooklyn",4.9,581,,40.6934966,-73.9907212
8773,Brooklyn Heights-Cobble Hill,New York,The Children's Law Center,"44 Court Street Fl 11, Brooklyn",NaN,NaN,,40.692761,-73.99131469999999
8774,Brooklyn Heights-Cobble Hill,New York,The LASIK Vision Institute,"16 Court Street Suite 801, Brooklyn",NaN,NaN,,40.69362149999999,-73.99085989999999
8775,Brooklyn Heights-Cobble Hill,New York,Lawtrac Development Corporation,"185 Montague Street # 12, Brooklyn",,,,40.6943446,-73.99181469999999
8776,Brooklyn Heights-Cobble Hill,New York,Brooklyn,Brooklyn,,,,40.6781784,-73.9441579
8777,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,New York,New York,NaN,NaN,"['point_of_interest', 'establishment']",40.7127753,-74.0059728
8778,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,The Brooklyner Apartments,"111 Lawrence Street, Brooklyn",4.1,1007,"['lodging', 'point_of_interest', 'establishment']",40.6928565,-73.9859924
8779,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Aloft New York Brooklyn,"216 Duffield Street, Brooklyn",4,1602,"['lodging', 'point_of_interest', 'establishment']",40.691674,-73.98448499999999
8780,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Sheraton Brooklyn New York Hotel,"228 Duffield Street, Brooklyn",4.3,2912,"['lodging', 'point_of_interest', 'establishment']",40.6914097,-73.9846165
8781,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,New York Marriott at the Brooklyn Bridge,"333 Adams Street, Brooklyn",3.9,927,"['real_estate_agency', 'point_of_interest', 'establishment']",40.693705,-73.9885647
8782,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Hotel Indigo Brooklyn,"229 Duffield Street, Brooklyn",4.7,241,"['dentist', 'health', 'point_of_interest', 'establishment']",40.691229,-73.984098
8783,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Avalon Fort Greene,"343 Gold Street, Brooklyn",2.3,276,"['insurance_agency', 'point_of_interest', 'establishment']",40.6938959,-73.9826877
8784,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Hanson Place Dental,"177 Livingston Street, Brooklyn",4.5,4,"['dentist', 'health', 'point_of_interest', 'establishment']",40.69038849999999,-73.9866718
8785,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,New York Life Insurance Company,"1 MetroTech Center 17th floor, Brooklyn",5,3,"['lawyer', 'point_of_interest', 'establishment']",40.6932748,-73.9866898
8786,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Dr. Paul Markel,"81 Willoughby Street, Brooklyn",NaN,NaN,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",40.69240799999999,-73.98604619999999
8787,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Eton Associates Inc,"365 Bridge Street #3pro, Brooklyn",3.5,49,"['university', 'point_of_interest', 'establishment']",40.69276,-73.985041
8788,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Rubenstein & Rynecki,"16 Court Street, Brooklyn",3.1,360,"['school', 'point_of_interest', 'establishment']",40.69362149999999,-73.99085989999999
8789,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Chase Bank,"4 Chase, MetroTech Center",NaN,NaN,"['doctor', 'health', 'point_of_interest', 'establishment']",40.6931626,-73.9836502
8790,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,New York City College of Technology,"300 Jay Street, Brooklyn",NaN,NaN,,40.695387,-73.9878876
8791,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,"Dr. Ronald M. Gasalberti, MD","9 MetroTech Center, Brooklyn",4.1,3613,,40.6942697,-73.9844382
8792,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,"Proctors, Inc.","343 Gold Street, Brooklyn",3.8,17,,40.6941609,-73.9827705
8793,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Dallas BBQ,"180 Livingston Street, Brooklyn",,,,40.68999300000001,-73.987089
8794,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Brooklyn School of Languages,"16 Court Street, Brooklyn",,,,40.6934966,-73.9907212
8795,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,"Michael Amoashiy M.D., Ph.D.","408 Jay Street #300, Brooklyn",,,,40.6918352,-73.9875483
8796,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,New York,Brooklyn,Brooklyn,,,,40.6781784,-73.9441579
8797,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,New York,New York,NaN,NaN,"['hardware_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",40.7127753,-74.0059728
8798,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,The Home Depot,"5700 Avenue U, Brooklyn",4.9,176,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",40.6119661,-73.91656379999999
8799,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Wheels To Lease,"2170 Mill Avenue, Brooklyn",4.2,229,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'store', 'establishment']",40.6133752,-73.9135294
8800,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Duet Bakery and Restaurant,"6181 Strickland Avenue, Brooklyn",4.2,415,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.6135668,-73.91232959999999
8801,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Mill Basin Deli,"5823 Avenue T, Brooklyn",4.3,452,"['hardware_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",40.6155556,-73.9183333
8802,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Pizza D'Amore,"2147 Mill Avenue, Brooklyn",3.8,1624,"['point_of_interest', 'establishment']",40.61464729999999,-73.9127505
8803,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Lowe's Home Improvement,"5602 Avenue U, Brooklyn",4.1,36,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'store', 'establishment']",40.61119420000001,-73.9185574
8804,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,U-Haul Neighborhood Dealer,"2124 Mill Avenue, Brooklyn",3.5,30,"['general_contractor', 'point_of_interest', 'establishment']",40.6143455,-73.913414
8805,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Rite Aid,"2064 Mill Avenue, Brooklyn",NaN,NaN,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.6155036,-73.9143177
8806,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,1-Tutoring Math,"2055 East 60th Street, Brooklyn",NaN,NaN,"['home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment']",40.615192,-73.915802
8807,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,L & R Fuel Oil Co Inc,"2124 Mill Avenue, Brooklyn",NaN,NaN,,40.61472260000001,-73.9134352
8808,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Apple Pool & Fence Corporation,"2047 Mill Avenue, Brooklyn",4.4,133,,40.616366,-73.914464
8809,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Romano Stacey B,"2060 Mill Avenue, Brooklyn",NaN,NaN,,40.6154909,-73.9142871
8810,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,High Tech Security Systems,"2018 East 60th Street, Brooklyn",3.5,2,,40.6156204,-73.91696139999999
8811,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Yoshi Traditional Japanese,"5827 Avenue T, Brooklyn",NaN,NaN,,40.6157223,-73.9180739
8812,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Hop Energy,"2125 Mill Avenue, Brooklyn",,,,40.615099,-73.912994
8813,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Abingdon Construction,"2032 East 64th Street, Brooklyn",,,,40.6172972,-73.9135465
8814,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Western Union,"Rite Aid, 2064 Mill Avenue, Brooklyn",,,,40.6154019,-73.9143505
8815,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Rite Aid Pharmacy,"2064 Mill Avenue, Brooklyn",,,,40.6154019,-73.9143505
8816,Georgetown-Marine Park-Bergen Beach-Mill Basin,New York,Brooklyn,Brooklyn,,,,40.6781784,-73.9441579
8817,park-cemetery-etc-Brooklyn,New York,New York,New York,NaN,NaN,"['restaurant', 'food', 'point_of_interest', 'establishment']",40.7127753,-74.0059728
8818,park-cemetery-etc-Brooklyn,New York,IHOP,"2101 Ralph Avenue, Brooklyn",2.4,64,"['pet_store', 'point_of_interest', 'store', 'establishment']",40.6262902,-73.9175752
8819,park-cemetery-etc-Brooklyn,New York,The UPS Store,"2152 Ralph Avenue, Brooklyn",4.3,319,"['health', 'point_of_interest', 'establishment']",40.62516979999999,-73.9182342
8820,park-cemetery-etc-Brooklyn,New York,Brooklyn Zoo & Aquarium Pet Store,"2377 Ralph Avenue, Brooklyn",3,21,"['doctor', 'health', 'point_of_interest', 'establishment']",40.6200642,-73.91704639999999
8821,park-cemetery-etc-Brooklyn,New York,Quest Diagnostics Brooklyn Ralph Avenue,"2035 Ralph Avenue Ste B1, Brooklyn",NaN,NaN,"['doctor', 'health', 'point_of_interest', 'establishment']",40.6274359,-73.9173819
8822,park-cemetery-etc-Brooklyn,New York,"Richard A. Bodian, PT","2183 Ralph Avenue, Brooklyn",NaN,NaN,"['doctor', 'health', 'point_of_interest', 'establishment']",40.6267006,-73.9171063
8823,park-cemetery-etc-Brooklyn,New York,National Judgment Settlement,"2152 Ralph Avenue, Brooklyn",4.6,51,"['health', 'point_of_interest', 'establishment']",40.6251853,-73.9182775
8824,park-cemetery-etc-Brooklyn,New York,Goldsman Cary MD,"2035 Ralph Avenue, Brooklyn",3,2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.6273889,-73.9173242
8825,park-cemetery-etc-Brooklyn,New York,"Pediatrics Brooklyn: Dr. Rakesh K. Dua, MD","2035 Ralph Avenue, Brooklyn",NaN,NaN,,40.6274359,-73.9173819
8826,park-cemetery-etc-Brooklyn,New York,Damadian MRI in Canarsie PC,"2035 Ralph Avenue # A5, Brooklyn",3.2,19,,40.6273889,-73.9173242
8827,park-cemetery-etc-Brooklyn,New York,Silberman Deborah A MD,"2035 Ralph Avenue, Brooklyn",4,4,,40.6274359,-73.9173819
8828,park-cemetery-etc-Brooklyn,New York,Edelstein David MD,"2035 Ralph Avenue, Brooklyn",NaN,NaN,,40.6274359,-73.9173819
8829,park-cemetery-etc-Brooklyn,New York,5 Star Home Care,"2414 Ralph Avenue, Brooklyn",NaN,NaN,,40.61911540000001,-73.9175474
8830,park-cemetery-etc-Brooklyn,New York,"Asha Dua, MD Physician PC","2035 Ralph Avenue, Brooklyn",NaN,NaN,,40.6273953,-73.9173366
8831,park-cemetery-etc-Brooklyn,New York,Kay Arthur D MD,"2035 Ralph Avenue b1, Brooklyn",3.4,78,,40.6274359,-73.9173819
8832,park-cemetery-etc-Brooklyn,New York,Commercial Kitchen Tech,"2152 Ralph Avenue #224, Brooklyn",,,,40.6251853,-73.9182775
8833,park-cemetery-etc-Brooklyn,New York,"Brett A. Ratner, PTA",Brooklyn,,,,40.6267006,-73.9171063
8834,park-cemetery-etc-Brooklyn,New York,"Julio C. Flores, ATC",Brooklyn,,,,40.6267006,-73.9171063
8835,park-cemetery-etc-Brooklyn,New York,Sosaku,"6328 Avenue N, Brooklyn",,,,40.6194982,-73.916245
8836,park-cemetery-etc-Brooklyn,New York,Brooklyn,Brooklyn,,,,40.6781784,-73.9441579
8837,Van Nest-Morris Park-Westchester Square,New York,New York,New York,NaN,NaN,"['health', 'point_of_interest', 'establishment']",40.7127753,-74.0059728
8838,Van Nest-Morris Park-Westchester Square,New York,CenterLight Health System,"1733 Eastchester Road, The Bronx",NaN,NaN,"['point_of_interest', 'establishment']",40.847153,-73.84509899999999
8839,Van Nest-Morris Park-Westchester Square,New York,"Dr. Roman Perez-Soler, MD","1695 Eastchester Road, The Bronx",4,1,"['doctor', 'health', 'point_of_interest', 'establishment']",40.8464629,-73.8451607
8840,Van Nest-Morris Park-Westchester Square,New York,"Dr. Bernard M. Weiner, MD","1578 Williamsbridge Road, The Bronx",NaN,NaN,"['doctor', 'health', 'point_of_interest', 'establishment']",40.84683510000001,-73.8483739
8841,Van Nest-Morris Park-Westchester Square,New York,"Ping Wong, MD","1825 Eastchester Road, The Bronx",NaN,NaN,"['doctor', 'health', 'point_of_interest', 'establishment']",40.8491014,-73.8461856
8842,Van Nest-Morris Park-Westchester Square,New York,"Andrei Frost, MD","1825 Eastchester Road, The Bronx",NaN,NaN,,40.8489881,-73.8460882
8843,Van Nest-Morris Park-Westchester Square,New York,"Dr. Deborah E. Campbell, MD","1825 Eastchester Road, The Bronx",5,1,,40.8489881,-73.8460882
8844,Van Nest-Morris Park-Westchester Square,New York,"Darshita S. Shah, MD","1825 Eastchester Road, The Bronx",NaN,NaN,,40.8491014,-73.8461856
8845,Van Nest-Morris Park-Westchester Square,New York,Levgur Michael MD,"1635 Poplar Street, The Bronx",NaN,NaN,,40.8456426,-73.84664409999999
8846,Van Nest-Morris Park-Westchester Square,New York,Montefiore Medical Group,"1621 Eastchester Road, The Bronx",4,2,,40.845358,-73.84584749999999
8847,Van Nest-Morris Park-Westchester Square,New York,Gentilucci Marco MD,"1578 Williamsbridge Road # 1, The Bronx",NaN,NaN,,40.84681399999999,-73.848304
8848,Van Nest-Morris Park-Westchester Square,New York,"Dr. Alan S. Friedman, MD","34 Marconi Street, The Bronx",NaN,NaN,,40.84681399999999,-73.848304
8849,Van Nest-Morris Park-Westchester Square,New York,"Dr. Jenny Shliozberg, MD","1621 Eastchester Road, The Bronx",NaN,NaN,,40.845459,-73.84555720000002
8850,Van Nest-Morris Park-Westchester Square,New York,"Dr. Mark A. Brubaker, MD","1621 Eastchester Road, The Bronx",,,,40.845459,-73.84555720000002
8851,Van Nest-Morris Park-Westchester Square,New York,Comprehensive Family Care Center: Grodberg Jennifer B MD,"1621 Eastchester Road, The Bronx",,,,40.845459,-73.84555720000002
8852,Van Nest-Morris Park-Westchester Square,New York,Leung Vivien L MD,"1621 Eastchester Road, The Bronx",,,,40.845459,-73.84555720000002
8853,Van Nest-Morris Park-Westchester Square,New York,Rajdev Lakshmi N MD,"1825 Eastchester Road, The Bronx",,,,40.849066,-73.8458929
8854,Van Nest-Morris Park-Westchester Square,New York,"Dr. Rochelle L. Peck, MD","1621 Eastchester Road, The Bronx",,,,40.845459,-73.84555720000002
8855,Van Nest-Morris Park-Westchester Square,New York,"Dr. Samantha A. Miller, MD","1621 Eastchester Road, The Bronx",,,,40.845459,-73.84555720000002
8856,Van Nest-Morris Park-Westchester Square,New York,East Bronx,The Bronx,,,,40.8732894,-73.85362429999999
8857,Pelham Parkway,New York,New York,New York,NaN,NaN,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",40.7127753,-74.0059728
8858,Pelham Parkway,New York,TD Bank,"1864 Williamsbridge Road, The Bronx",4.4,7,"['doctor', 'health', 'point_of_interest', 'establishment']",40.8522077,-73.8524821
8859,Pelham Parkway,New York,Pelham Dental Group,"1144 Pelham Parkway South, The Bronx",3.7,6,"['health', 'point_of_interest', 'establishment']",40.8567435,-73.8555323
8860,Pelham Parkway,New York,Bronx Gastroenterology,"1842 Williamsbridge Road, The Bronx",4.2,5,"['lawyer', 'point_of_interest', 'establishment']",40.8514985,-73.8520581
8861,Pelham Parkway,New York,Ambulatory Surgery Center,"1101 Pelham Parkway North, The Bronx",4.8,4,"['health', 'point_of_interest', 'establishment']",40.858421,-73.855278
8862,Pelham Parkway,New York,Valentin Djonovic & Associates PLLC,"2027 Williamsbridge Road, The Bronx",4.4,27,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.8548679,-73.8552972
8863,Pelham Parkway,New York,Quest Diagnostics Bronx Williamsbridge,"2015 Williamsbridge Road, The Bronx",4.6,336,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'store', 'establishment']",40.85454290000001,-73.8551155
8864,Pelham Parkway,New York,Enzo's Of Williamsbridge,"1998 Williamsbridge Road, The Bronx",3,79,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",40.8541924,-73.8540129
8865,Pelham Parkway,New York,CVS,"1916 Williamsbridge Road, The Bronx",4.9,15,"['doctor', 'health', 'point_of_interest', 'establishment']",40.8528249,-73.85308049999999
8866,Pelham Parkway,New York,Capital One Bank,"1941 Williamsbridge Road, The Bronx",4.8,31,"['doctor', 'health', 'point_of_interest', 'establishment']",40.8531195,-73.8539026
8867,Pelham Parkway,New York,"Dr. Ared Garan, MD","1214 Pelham Parkway South, The Bronx",3,2,"['real_estate_agency', 'point_of_interest', 'establishment']",40.8570739,-73.8520832
8868,Pelham Parkway,New York,"Dr. John M. Olsewski, MD","2157 Tomlinson Avenue, The Bronx",4.5,10,"['health', 'point_of_interest', 'establishment']",40.8566101,-73.8573309
8869,Pelham Parkway,New York,Today Realty Co,"1934 Williamsbridge Road, The Bronx",3.3,109,"['doctor', 'health', 'point_of_interest', 'establishment']",40.8531862,-73.8532018
8870,Pelham Parkway,New York,Morningside Nursing and Rehabilitation Center,"1000 Pelham Parkway South, The Bronx",4.2,5,"['doctor', 'health', 'point_of_interest', 'establishment']",40.8565417,-73.85916739999999
8871,Pelham Parkway,New York,Afif Juan Simon MD,"1214 Pelham Parkway South, The Bronx",2.3,84,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",40.857048,-73.85208399999999
8872,Pelham Parkway,New York,New York Eye Surgery Center,"1101 Pelham Parkway North, The Bronx",3.7,19,"['finance', 'point_of_interest', 'establishment']",40.8584366,-73.8553306
8873,Pelham Parkway,New York,Citibank,"1800 Williamsbridge Road, The Bronx",NaN,NaN,,40.85062050000001,-73.8512585
8874,Pelham Parkway,New York,Thomas L Slamovits PC,"1250 Pelham Parkway South, The Bronx",5,2,,40.85720200000001,-73.850467
8875,Pelham Parkway,New York,Apple Home Mortgage,"1819 Williamsbridge Road, The Bronx",,,,40.8507768,-73.8520391
8876,Pelham Parkway,New York,East Bronx,The Bronx,,,,40.8732894,-73.85362429999999
8877,Carroll Gardens-Columbia Street-Red Hook,New York,New York,New York,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",40.7127753,-74.0059728
8878,Carroll Gardens-Columbia Street-Red Hook,New York,"The LOOK Hotel, Red Hook, an Ascend Hotel Collection Member","17 Seabring Street, Brooklyn",3.6,332,"['restaurant', 'food', 'point_of_interest', 'establishment']",40.68001699999999,-74.00595799999999
8879,Carroll Gardens-Columbia Street-Red Hook,New York,Brooklyn Motor Inn,"140 Hamilton Avenue, Brooklyn",4.5,1249,"['restaurant', 'food', 'point_of_interest', 'establishment']",40.68156199999999,-74.00622299999999
8880,Carroll Gardens-Columbia Street-Red Hook,New York,Lucali,"575 Henry Street, Brooklyn",4.7,902,"['point_of_interest', 'establishment']",40.6818053,-74.0002926
8881,Carroll Gardens-Columbia Street-Red Hook,New York,Defonte's Sandwich Shop,"379 Columbia Street, Brooklyn",4.6,41,"['point_of_interest', 'establishment']",40.6789615,-74.005318
8882,Carroll Gardens-Columbia Street-Red Hook,New York,Jalopy Theatre and School of Music,"315 Columbia Street, Brooklyn",5,1,"['school', 'point_of_interest', 'establishment']",40.6813194,-74.00422569999999
8883,Carroll Gardens-Columbia Street-Red Hook,New York,100 Luquer Towers LLC,"100 Luquer Street, Brooklyn",2,1,"['point_of_interest', 'establishment']",40.6777285,-74.0013489
8884,Carroll Gardens-Columbia Street-Red Hook,New York,Pave Academy Charter School,"732 Henry Street, Brooklyn",NaN,NaN,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.6760298,-74.0041677
8885,Carroll Gardens-Columbia Street-Red Hook,New York,David Shifren,"19 Delavan Street, Brooklyn",NaN,NaN,"['point_of_interest', 'establishment']",40.6788053,-74.0069731
8886,Carroll Gardens-Columbia Street-Red Hook,New York,Hyde Power Systems,"199 Van Brunt Street, Brooklyn",4.4,414,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",40.68153520000001,-74.00756489999999
8887,Carroll Gardens-Columbia Street-Red Hook,New York,T-Birds Automotive Ltd,"688 Henry Street, Brooklyn",2,1,"['doctor', 'health', 'point_of_interest', 'establishment']",40.67746359999999,-74.0028665
8888,Carroll Gardens-Columbia Street-Red Hook,New York,Le Petit Cafe,"502 Court Street, Brooklyn",4.8,48,"['electronics_store', 'home_goods_store', 'school', 'point_of_interest', 'store', 'establishment']",40.67674359999999,-73.99884229999999
8889,Carroll Gardens-Columbia Street-Red Hook,New York,Trans Americas Tradg Co,"50 Carroll Street, Brooklyn",4.3,441,,40.6829257,-74.00404619999999
8890,Carroll Gardens-Columbia Street-Red Hook,New York,Considine Search,"502 Clinton Street, Brooklyn",3,2,,40.679056,-73.99995559999999
8891,Carroll Gardens-Columbia Street-Red Hook,New York,Visitation of the Blessed Virgin Mary Church,"98 Richards Street, Brooklyn",5,11,,40.6786742,-74.0088193
8892,Carroll Gardens-Columbia Street-Red Hook,New York,Coffey Park,"85 Richards Street, Brooklyn",NaN,NaN,,40.6775854,-74.0084724
8893,Carroll Gardens-Columbia Street-Red Hook,New York,Big J's Wines & Liquors,"581 Clinton Street, Brooklyn",,,,40.6755047,-74.0012733
8894,Carroll Gardens-Columbia Street-Red Hook,New York,daniel s. arick,"450 Clinton Street, Brooklyn",,,,40.6812149,-73.9991728
8895,Carroll Gardens-Columbia Street-Red Hook,New York,Keylab,"94 Luquer Street, Brooklyn",,,,40.67793699999999,-74.001638
8896,Carroll Gardens-Columbia Street-Red Hook,New York,Brooklyn,Brooklyn,,,,40.6781784,-73.9441579
8897,Greenpoint,New York,New York,New York,NaN,NaN,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.7127753,-74.0059728
8898,Greenpoint,New York,Chinese Musician,"151 Greenpoint Avenue, Brooklyn",4.2,30,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",40.730412,-73.95374129999999
8899,Greenpoint,New York,BP,"256 McGuinness Boulevard, Brooklyn",NaN,NaN,"['car_rental', 'point_of_interest', 'establishment']",40.7309379,-73.9515021
8900,Greenpoint,New York,"Jack David Barchas, M.D.","934 Manhattan Avenue, Brooklyn",4.3,308,"['night_club', 'point_of_interest', 'establishment']",40.7303744,-73.9545461
8901,Greenpoint,New York,Café Grumpy - Greenpoint,"193 Meserole Avenue, Brooklyn",4.5,213,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.7286457,-73.9487027
8902,Greenpoint,New York,Donia LLC,"231 Norman Avenue STE 110, Brooklyn",3.5,13,"['bank', 'finance', 'point_of_interest', 'establishment']",40.72774829999999,-73.9445451
8903,Greenpoint,New York,Enterprise Rent-A-Car,"266 McGuinness Boulevard, Brooklyn",NaN,NaN,"['restaurant', 'food', 'point_of_interest', 'establishment']",40.7314867,-73.95133539999999
8904,Greenpoint,New York,Europa Club,"98 Meserole Avenue, Brooklyn",3.8,342,"['convenience_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",40.7269353,-73.9529282
8905,Greenpoint,New York,Java Studios,"252 Java Street, Brooklyn",3.5,23,"['doctor', 'health', 'point_of_interest', 'establishment']",40.7314501,-73.94978449999999
8906,Greenpoint,New York,Feralkraft,"252 Java Street #219, Brooklyn",3.5,35,"['point_of_interest', 'establishment']",40.7317626,-73.94998850000002
8907,Greenpoint,New York,Taco Bell,"208 McGuinness Boulevard, Brooklyn",3,13,"['doctor', 'health', 'point_of_interest', 'establishment']",40.7298876,-73.9506473
8908,Greenpoint,New York,Citibank,"836 Manhattan Avenue, Brooklyn",3,2,,40.728801,-73.953487
8909,Greenpoint,New York,Two Guys Autoplex,"302 McGuinness Boulevard, Brooklyn",5,2,,40.7326943,-73.9518192
